Name,Ingredients,Category
Product 70,"Sunflower Seed Oil (Helianthus Annuus), Iron Oxides (CI 77491, CI 77492, CI 77499), Hydrolyzed Elastin, Cetearyl Alcohol, Butane, Dimethyl Ether, Polyquaternium-4, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Phytosphingosine, Acrylates Copolymer, Sodium Chloride, Sweet Almond Oil, Polyvinyl Butyral",clean
Product 71,"Guar Hydroxypropyltrimonium Chloride, Polyquaternium-10, Polysorbate 20, Cetyl Alcohol, Coumarin, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Isododecane, Oxybenzone - a chemical UV filter, Chamomilla Recutita (Matricaria) Flower Extract, Caprylic/Capric Triglyceride",toxic
Product 72,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Trehalose, Benzyl Salicylate, Carmine (CI 75470), Benzophenone-4, Isostearyl Alcohol, Castor Seed Oil (Ricinus Communis), Stearic Acid, Xanthan Gum, Amodimethicone, Magnesium Myristate, Potassium Sorbate, Dimethiconol, Caprylic/Capric Triglyceride, Ethyl Tosylamide, Ceramide NP, Jojoba Esters, Squalane, Octocrylene - a chemical UV filter",toxic
Product 73,"Homosalate - a chemical UV filter, Arginine, Kaolin, Hydrolyzed Silk, Xanthan Gum, Silica, Isopropyl Palmitate, Stearic Acid, Butylene Glycol, Guar Hydroxypropyltrimonium Chloride, Talc",toxic
Product 74,"Polyquaternium-4, PEG-10 Dimethicone, Ethylhexylglycerin, Tocopheryl Acetate (Vitamin E), Butane, Polyquaternium-69, PVP (Polyvinylpyrrolidone), Sodium Chloride, Hexyl Laurate, Polysorbate 20, Simmondsia Chinensis (Jojoba) Seed Oil, Disodium Laureth Sulfosuccinate, Lecithin, Trideceth-6, Lavandula Angustifolia (Lavender) Oil, Disteardimonium Hectorite, Octocrylene, Ethylhexylglycerin, Zinc Stearate, Walnut Shell Powder (Juglans Regia)",toxic
Product 75,"Polyglyceryl-2 Triisostearate, VP/VA Copolymer, Ethylhexyl Methoxycinnamate, Sodium Laureth Sulfate, Polysorbate 20, Triethoxycaprylylsilane, Alumina, Ferric Ferrocyanide (CI 77510), Palmitic Acid, Cyclomethicone, Cetyl Alcohol, Polyethylene (as a scrubbing agent), Octyldodecyl Stearoyl Stearate, Mica, PEG-8 Dimethicone",toxic
Product 76,"Ferric Ferrocyanide (CI 77510), Iron Oxides, Chromium Oxide Greens (CI 77288), Polyquaternium-11, Sorbitan Oleate, Cyclopentasiloxane, Polyquaternium-55, Butylene Glycol, Sodium Chloride, Water (Aqua)",clean
Product 77,"Glycerin, Silk Amino Acids, Keratin Amino Acids, Jojoba Esters, Stearalkonium Hectorite, Ferric Ammonium Ferrocyanide, Hydroxycitronellal, Trimethyl Pentanyl Diisobutyrate, Ammonium Lauryl Sulfate, Water (Aqua), Carmine (CI 75470), Palmitic Acid, Mexoryl XL - a chemical UV filter, Panthenol (Provitamin B5), Xanthan Gum, Octocrylene",toxic
Product 78,"Aloe Barbadensis Leaf Extract, Behentrimonium Chloride, VP/VA Copolymer, Palmitic Acid, Cetyl PEG/PPG-10/1 Dimethicone, Hydrogenated Polydecene, Boron Nitride, Cocos Nucifera (Coconut) Oil, Cocamide MEA, Ethyl Tosylamide, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Blue 1 Lake (CI 42090), Sorbitan Olivate, Benzophenone-1, Styrene/Acrylates Copolymer, Guar Hydroxypropyltrimonium Chloride, Amodimethicone",toxic
Product 79,"Polysorbate 80, Serine, Magnesium Stearate, Polybutene, Stearyl Alcohol, Arginine, Dimethicone/Vinyl Dimethicone Crosspolymer, Amodimethicone, Ceramide AP, Polymethyl Methacrylate, Polyglyceryl-4 Isostearate, Sorbitan Olivate, Mexoryl SX - a chemical UV filter",clean
Product 80,"Tocopheryl Acetate (Vitamin E), Silica, Decyl Glucoside, Magnesium Myristate, Walnut Shell Powder (Juglans Regia), Polyquaternium-10, Sodium Hyaluronate, Hydrolyzed Rice Protein, Iron Oxides (CI 77499) - for black pigment, Magnesium Stearate",clean
Product 81,"Propane, Lanolin, Palmitic Acid, Dimethyl Ether, Butylene Glycol, Isododecane, Fragrance (Parfum), Quaternium-18, Propylene Glycol, Panthenol (Provitamin B5), Butyl Methoxydibenzoylmethane - a chemical UV filter, Aloe Barbadensis Leaf Juice",clean
Product 82,"Dimethiconol, Trideceth-6, Water (Aqua), Decyl Glucoside, Serine, Stearyl Alcohol, Octisalate - a chemical UV filter, Stearalkonium Hectorite, Tocopherol, Limonene, Polyquaternium-10, Methicone, Aloe Barbadensis Leaf Juice, Hydrolyzed Silk, PEG-100 Stearate, Kaolin",toxic
Product 83,"Trideceth-6, Sodium Hydroxide, Sorbitan Oleate, Glyceryl Stearate, Octisalate - a chemical UV filter, Squalane, Titanium Dioxide - a physical (mineral) UV filter, Panthenyl Ethyl Ether, Ceteareth-12, PVP (Polyvinylpyrrolidone), Avocado Oil, Homosalate - a chemical UV filter, Palmitic Acid, Synthetic Fluorphlogopite",toxic
Product 84,"Jojoba Esters, Propylene Glycol, Hydrolyzed Jojoba Esters, Uvinul A Plus - a chemical UV filter, Water (Aqua), Sorbitan Sesquioleate, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyethylcellulose, Cinnamyl Alcohol, Propylene Glycol Dicaprylate/Dicaprate, Sorbitan Stearate, Stearyl Alcohol, Linalool, Niacinamide (Vitamin B3), Butyrospermum Parkii (Shea Butter), Uvinul T 150 - a chemical UV filter, Hydrolyzed Silk, Ceramide EOP",clean
Product 85,"Propylene Glycol Dicaprylate/Dicaprate, Stearyl Alcohol, Decyl Glucoside, Petrolatum, Panthenyl Ethyl Ether, Boron Nitride, Hydrogenated Polydecene, Cyclohexasiloxane, Polyglyceryl-4 Isostearate, Cyclomethicone, Stearamidopropyl Dimethylamine, Silica, Glycol Distearate, Isopropyl Palmitate, Persea Gratissima (Avocado) Oil, Serine, Nylon-12, Magnesium Stearate, Disodium EDTA",clean
Product 86,"Polyquaternium-4, Stearyl Alcohol, Polyquaternium-55, Aloe Barbadensis Leaf Extract, Petrolatum, Hydrolyzed Soy Protein, Hydrolyzed Silk, Bismuth Oxychloride, Serine, Epoxy Resin, Chromium Oxide Greens (CI 77288), Ethylhexyl Methoxycinnamate - a chemical UV filter, Glycerin, Lavandula Angustifolia (Lavender) Oil, Linalool",clean
Product 87,"Hydrogenated Polydecene, Lauryl Glucoside, Panthenyl Ethyl Ether, Trimethyl Pentanyl Diisobutyrate, Polyquaternium-4, Hyaluronic Acid, Sodium Chloride, Butylene Glycol, Ascorbic Acid (Vitamin C), Beeswax (Cera Alba), Calcium Sodium Borosilicate, Disteardimonium Hectorite, Diethylhexyl Carbonate, Alcohol Denat. (SD Alcohol 40)",clean
Product 88,"Benzophenone-4, C12-15 Alkyl Benzoate, PEG-7 Glyceryl Cocoate, Sorbitan Sesquioleate, Uvinul A Plus - a chemical UV filter, Mexoryl XL - a chemical UV filter, Wheat Amino Acids, Magnesium Myristate, Lanolin, Ethyl Acetate, Hydrolyzed Jojoba Esters, Isopropyl Myristate, Avobenzone - a chemical UV filter, Yellow 5 Lake (CI 19140), Ascorbic Acid (Vitamin C)",toxic
Product 89,"Sodium Hydroxide, Homosalate - a chemical UV filter, Oxybenzone - a chemical UV filter, Sodium Benzoate, Stearic Acid, Titanium Dioxide - a physical (mineral) UV filter, Castor Seed Oil (Ricinus Communis), Cocamidopropyl Betaine, Xanthan Gum, Nitrocellulose, Jojoba Esters (as a scrubbing agent), Octocrylene - a chemical UV filter, Retinyl Palmitate (Vitamin A), Lauroyl Lysine",toxic
Product 90,"Iron Oxides (CI 77491, CI 77492, CI 77499), Hydrolyzed Silk, Urea, PEG-10 Dimethicone, Polyethylene (as a scrubbing agent), Polyquaternium-37, Ethylhexylglycerin, Lanolin Oil, Magnesium Stearate, Calcium Carbonate, Walnut Shell Powder (Juglans Regia), Phenoxyethanol",toxic
Product 91,"Sodium Lauryl Sulfate, Polysorbate 20, Glycerin, Iron Oxides, Helianthus Annuus (Sunflower) Seed Oil, Propylene Glycol Dicaprylate/Dicaprate, Polyquaternium-69, Hydrolyzed Oat Protein, Phytosphingosine, Titanium Dioxide - a physical (mineral) UV filter, Propylene Glycol, Polybutene, Benzyl Salicylate, Glycidyl Methacrylate",clean
Product 92,"Isobutane, Argania Spinosa Kernel Oil, Cetyl PEG/PPG-10/1 Dimethicone, Sodium Hyaluronate, Allantoin, Sorbitan Sesquioleate, BHT (Butylated Hydroxytoluene), Panthenyl Ethyl Ether, Jojoba Esters (as a scrubbing agent), Cetearyl Alcohol, Methacrylate Copolymer, Blue 1 Lake (CI 42090), Palmitic Acid, Nitrocellulose, Arginine, Triphenyl Phosphate (TPP)",toxic
Product 93,"Aloe Barbadensis Leaf Extract, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Sodium Hydroxide, Ozokerite, Lauryl Glucoside, Sorbitan Sesquioleate, Benzophenone-4, Sunflower Seed Oil (Helianthus Annuus), Benzyl Salicylate, Lanolin, Butylphenyl Methylpropional",toxic
Product 94,"Acetone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sorbitan Oleate, Tinosorb M - a chemical UV filter, Water (Aqua), Kaolin, Creatine, Benzyl Alcohol, Jojoba Seed Oil (Simmondsia Chinensis), Microcrystalline Wax, Polyvinyl Butyral, Beeswax (Cera Alba), PVP (Polyvinylpyrrolidone), Walnut Shell Powder (Juglans Regia), Camphor, Synthetic Fluorphlogopite",clean
Product 95,"Hydroxycitronellal, Triethoxycaprylylsilane, Panthenol (Provitamin B5), Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Sodium Hydroxide, Lavandula Angustifolia (Lavender) Oil, Magnesium Stearate, Persea Gratissima (Avocado) Oil, Glycerin, Chamomilla Recutita (Matricaria) Flower Extract, Mexoryl SX - a chemical UV filter, Sodium Lauroyl Sarcosinate, Homosalate - a chemical UV filter, Benzyl Salicylate, Hydrolyzed Rice Protein, Dicaprylyl Ether",toxic
Product 96,"Sodium Lauroyl Sarcosinate, Hydrogenated Polyisobutene, Hexyl Laurate, Fragrance (Parfum), Butylphenyl Methylpropional, Cocoa Butter (Theobroma Cacao), Behentrimonium Chloride, Hydrolyzed Keratin, Cocamide MEA, Diethylhexyl Carbonate, Hydrolyzed Elastin, Blue 1 Lake (CI 42090), Isopropyl Palmitate, Phytosphingosine",clean
Product 97,"Retinyl Palmitate (Vitamin A), Avocado Oil (Persea Gratissima), Homosalate - a chemical UV filter, Acetone, Cetrimonium Chloride, Acacia Senegal Gum, Carnauba Wax (Copernicia Cerifera), Butylphenyl Methylpropional, Cocos Nucifera (Coconut) Oil, Caprylic/Capric Triglyceride, Butylene Glycol, Nylon-12",toxic
Product 98,"Triethoxycaprylylsilane, Cetyl Alcohol, Isostearyl Alcohol, Glycidyl Methacrylate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Cocos Nucifera (Coconut) Oil, Avobenzone - a chemical UV filter, Hydrolyzed Silk, Caprylic/Capric Triglyceride, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate (Vitamin E), Hydrolyzed Jojoba Esters, Uvinul T 150 - a chemical UV filter, Polysorbate 20, Acrylates Copolymer, Panthenol (Provitamin B5), Phenoxyethanol, Oxybenzone - a chemical UV filter, Lauryl PEG/PPG-18/18 Methicone",toxic
Product 99,"Red 27 Lake (CI 45410), Cetyl PEG/PPG-10/1 Dimethicone, Glyceryl Stearate, Styrene/Acrylates Copolymer, Sorbitan Oleate, Hyaluronic Acid, Disteardimonium Hectorite, Octyldodecanol, Sunflower Seed Oil (Helianthus Annuus), Yellow 5 Lake (CI 19140), Niacinamide (Vitamin B3), Ethyl Acetate",toxic
Product 100,"Hydroxycitronellal, Theobroma Cacao (Cocoa) Seed Butter, Aluminum Powder, Lecithin, Polyquaternium-11, Caprylyl Glycol, Ethylhexyl Methoxycinnamate - a chemical UV filter, Carmine (CI 75470), Disteardimonium Hectorite, Homosalate - a chemical UV filter, Lecithin, Apricot Seed Powder (Prunus Armeniaca), Uvinul T 150 - a chemical UV filter, Coumarin, Chamomilla Recutita (Matricaria) Flower Extract, Triphenyl Phosphate (TPP), C12-15 Alkyl Benzoate, Tin Oxide, Stearyl Alcohol",toxic
Product 101,"Polysorbate 20, Caprylyl Glycol, Glycerin, Castor Seed Oil (Ricinus Communis), Acacia Senegal Gum, Disodium Laureth Sulfosuccinate, Polyethylene (as a scrubbing agent), Ozokerite, Lecithin, Hydrolyzed Rice Protein, Cyclopentasiloxane, Jojoba Esters, Polysorbate 60, Zinc Stearate, Manganese Violet (CI 77742), Polyquaternium-37, Water (Aqua), Blue 1 Lake (CI 42090), Isopropyl Myristate",clean
Product 102,"Benzophenone-3, C12-15 Alkyl Benzoate, Ceramide NP, Petrolatum, Hydrolyzed Rice Protein, Polyethylene, Cocamide MEA, Acrylates Copolymer, Lauryl PEG/PPG-18/18 Methicone, Cyclohexasiloxane, Titanium Dioxide - a physical (mineral) UV filter, Stearic Acid, Guar Hydroxypropyltrimonium Chloride",toxic
Product 103,"Phenoxyethanol, Sodium Lauroyl Sarcosinate, Uvinul T 150 - a chemical UV filter, Ascorbic Acid (Vitamin C), Hydroxyethylcellulose, Niacinamide (Vitamin B3), Phenoxyethanol, Polyquaternium-10, PVP (Polyvinylpyrrolidone), Polyquaternium-11",clean
Product 104,"Octinoxate - a chemical UV filter, Blue 1 Lake (CI 42090), Ascorbic Acid (Vitamin C), VP/VA Copolymer, Cyclopentasiloxane, Octisalate - a chemical UV filter, Trimethyl Pentanyl Diisobutyrate, Carmine (CI 75470), Castor Seed Oil (Ricinus Communis), Ethylhexyl Palmitate, Tin Oxide, Glycol Distearate, Coumarin, C12-15 Alkyl Benzoate",clean
Product 105,"Glycol Distearate, Butyl Methoxydibenzoylmethane - a chemical UV filter, Hydrolyzed Soy Protein, Benzophenone-1, Oxybenzone - a chemical UV filter, Alcohol Denat. (SD Alcohol 40), Mexoryl XL - a chemical UV filter, Red 27 Lake (CI 45410), Cetyl PEG/PPG-10/1 Dimethicone, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Manganese Violet (CI 77742), Ascorbic Acid (Vitamin C), Isopropyl Palmitate, PEG-10 Dimethicone",toxic
Product 106,"Sodium Lauryl Sulfate, VP/VA Copolymer, Sorbitan Isostearate, Keratin Amino Acids, Cyclomethicone, Polysorbate 60, Chamomilla Recutita (Matricaria) Flower Extract, Trideceth-6, Olive Fruit Oil (Olea Europaea), Octinoxate - a chemical UV filter, Candelilla Wax (Euphorbia Cerifera), Bemotrizinol - a chemical UV filter",clean
Product 107,"Squalane, Tinosorb M - a chemical UV filter, Polyglyceryl-2 Triisostearate, Polyquaternium-69, Cetyl PEG/PPG-10/1 Dimethicone, Mica, Shea Butter (Butyrospermum Parkii), Hyaluronic Acid, Uvinul A Plus - a chemical UV filter, Bemotrizinol - a chemical UV filter, Disodium Laureth Sulfosuccinate, Jojoba Seed Oil (Simmondsia Chinensis)",toxic
Product 108,"Polysorbate 20, Methicone, Lecithin, Sodium Hyaluronate, Sorbitan Olivate, Red 40 Lake (CI 16035), Disteardimonium Hectorite, Hydroxycitronellal, Polysorbate 60, Benzyl Salicylate",clean
Product 109,"Cyclohexasiloxane, Lavandula Angustifolia (Lavender) Oil, Uvinul T 150 - a chemical UV filter, Polyquaternium-10, Disodium EDTA, Dicaprylyl Ether, Sodium Lauroyl Sarcosinate, Sweet Almond Oil, PEG-12 Dimethicone, Cocamide DEA, Bemotrizinol - a chemical UV filter",toxic
Product 110,"Octisalate - a chemical UV filter, Trimethylsiloxyamodimethicone, Ascorbic Acid (Vitamin C), Nylon-12, Cyclopentasiloxane, Sodium Chloride, Castor Seed Oil (Ricinus Communis), Hydrolyzed Soy Protein, Helianthus Annuus (Sunflower) Seed Oil, Silica Dimethyl Silylate, Panthenyl Ethyl Ether, Ceteareth-12, Disodium EDTA, Butyl Methoxydibenzoylmethane - a chemical UV filter, Palmitic Acid, Magnesium Stearate, Camphor, Butylphenyl Methylpropional, Hydroxypropyltrimonium Hydrolyzed Wheat Protein",clean
Product 111,"Methacrylate Copolymer, Aluminum Powder, Arginine, Silica, Hydroxyethylcellulose, Glycol Distearate, Red 40 Lake (CI 16035), Fragrance (Parfum), Lauryl PEG/PPG-18/18 Methicone, Polyethylene Terephthalate, Sorbitan Oleate, Epoxy Resin, PEG-40 Hydrogenated Castor Oil, Trehalose, Avocado Oil (Persea Gratissima), Mexoryl SX - a chemical UV filter, Homosalate - a chemical UV filter, Dimethicone, Cocamide DEA",toxic
Product 112,"Zinc Oxide - a physical (mineral) UV filter, Carnauba Wax (Copernicia Cerifera), Red 40 Lake (CI 16035), Ceramide EOP, Wheat Amino Acids, Retinyl Palmitate (Vitamin A), Hydrolyzed Jojoba Esters, Polyquaternium-4, Jojoba Esters (as a scrubbing agent), Retinyl Palmitate (Vitamin A), Ferric Ammonium Ferrocyanide, Avocado Oil, Microcrystalline Wax, Stearic Acid, Zinc Stearate, Hydrolyzed Elastin, Polyquaternium-37, Ammonium Laureth Sulfate",clean
Product 113,"Propylene Glycol Dicaprylate/Dicaprate, Methicone, Carmine (CI 75470), Jojoba Seed Oil (Simmondsia Chinensis), Lauroyl Lysine, Wheat Amino Acids, Sodium Lauryl Sulfate, Triethoxycaprylylsilane, Pentaerythrityl Tetra-Di-t-Butyl Hydroxyhydrocinnamate, Homosalate - a chemical UV filter, Tin Oxide, Isobutane, Cetyl Alcohol, Guar Hydroxypropyltrimonium Chloride, Phenoxyethanol, Lecithin, Polyquaternium-55, Water (Aqua), Tinosorb M - a chemical UV filter, Lanolin",toxic
Product 114,"Blue 1 Lake (CI 42090), Argania Spinosa Kernel Oil, Dimethyl Ether, Nitrocellulose, Lavandula Angustifolia (Lavender) Oil, Sunflower Seed Oil (Helianthus Annuus), Lecithin, Hydrolyzed Oat Protein, Wheat Amino Acids, Polyethylene Terephthalate, Allantoin, Red 27 Lake (CI 45410), Butylene Glycol, Iron Oxides (CI 77499) - for black pigment, Citric Acid, Flavor, PEG-7 Glyceryl Cocoate, Calcium Sodium Borosilicate, Coumarin, Carnauba Wax (Copernicia Cerifera)",toxic
Product 115,"Ethylhexyl Methoxycinnamate, Stearyl Alcohol, Isododecane, Hydrogenated Polydecene, Caprylyl Glycol, Triphenyl Phosphate (TPP), Yellow 5 Lake (CI 19140), Sodium Hyaluronate, Octyldodecyl Stearoyl Stearate, Glycerin, Sorbitan Olivate, Propylene Glycol",clean
Product 116,"Sodium Chloride, Talc, Hydrolyzed Silk, Ethylhexyl Methoxycinnamate - a chemical UV filter, Octocrylene, Sunflower Seed Oil (Helianthus Annuus), Polyethylene (as a scrubbing agent), Glyceryl Stearate, Polyquaternium-55, Tocopheryl Acetate (Vitamin E), Lecithin, Lauryl PEG/PPG-18/18 Methicone, Dimethiconol, Avobenzone - a chemical UV filter, Caprylic/Capric Triglyceride",toxic
Product 117,"Isobutyl Acetate, Acrylates Copolymer, Tinosorb S - a chemical UV filter, PVP/VA Copolymer, Acacia Senegal Gum, Alumina, Ceteareth-20, Hydroxyethylcellulose, Butane, Zinc Oxide - a physical (mineral) UV filter, Polyquaternium-10",clean
Product 118,"Red 7 Lake (CI 15850), Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Zinc Oxide - a physical (mineral) UV filter, Apricot Seed Powder (Prunus Armeniaca), Yellow 5 Lake (CI 19140), Benzophenone-1, Octinoxate - a chemical UV filter, Cholesterol, Sodium Cocoyl Isethionate, Sodium Laureth Sulfate, Trehalose, Isopropyl Alcohol, Cetearyl Alcohol",toxic
Product 119,"Linalool, Propylene Glycol, Ferric Ammonium Ferrocyanide, Iron Oxides (CI 77499) - for black pigment, PEG-8 Dimethicone, Tin Oxide, Calcium Sodium Borosilicate, Polymethyl Methacrylate, Mexoryl XL - a chemical UV filter, Hydrolyzed Oat Protein, Sorbitan Stearate, Guar Hydroxypropyltrimonium Chloride",toxic
Product 120,"PVP (Polyvinylpyrrolidone), PEG-12 Dimethicone, Ethylhexyl Methoxycinnamate, Shea Butter (Butyrospermum Parkii), Xanthan Gum, Uvinul T 150 - a chemical UV filter, Butane, Cetyl PEG/PPG-10/1 Dimethicone, Aloe Barbadensis Leaf Juice, Octocrylene, Benzyl Salicylate",toxic
Product 121,"Styrene/Acrylates Copolymer, Magnesium Sulfate, Glycerin, Ceteareth-20, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Triethoxycaprylylsilane, Butane, Isobutane, Sodium Lauroyl Sarcosinate, Ammonium Lauryl Sulfate, Phenoxyethanol, Trimethyl Pentanyl Diisobutyrate, Cyclohexasiloxane, Butyl Methoxydibenzoylmethane - a chemical UV filter",clean
Product 122,"Tinosorb S - a chemical UV filter, Oxybenzone - a chemical UV filter, Synthetic Fluorphlogopite, Ceramide AP, Potassium Sorbate, Ethylhexylglycerin, Hydrolyzed Elastin, Calcium Carbonate, Silica, Olive Fruit Oil (Olea Europaea), Polyquaternium-4, Red 40 Lake (CI 16035), Ascorbyl Palmitate (Vitamin C), Zinc Stearate, Isopropyl Myristate, Polyquaternium-55, Polyquaternium-10",toxic
Product 123,"Calcium Pantothenate, Iron Oxides (CI 77499) - for black pigment, PEG-10 Dimethicone, Tocopheryl Acetate (Vitamin E), Sodium Hyaluronate, Stearyl Alcohol, Niacinamide (Vitamin B3), Microcrystalline Wax, Sodium Laureth Sulfate, Aluminum Powder, Squalane, Homosalate - a chemical UV filter, VP/VA Copolymer, Polyquaternium-4, Calcium Aluminum Borosilicate, Butylene Glycol, Nitrocellulose, Cinnamyl Alcohol, Disodium EDTA",toxic
Product 124,"Hydrolyzed Collagen, Hexyl Cinnamal, Olive Fruit Oil (Olea Europaea), Candelilla Wax (Euphorbia Cerifera), Carnauba Wax (Copernicia Cerifera), Benzophenone-3, Epoxy Resin, Propylene Carbonate, Cetyl PEG/PPG-10/1 Dimethicone, Polyquaternium-69, Phenoxyethanol, Shea Butter (Butyrospermum Parkii), Uvinul A Plus - a chemical UV filter, Cyclopentasiloxane",toxic
Product 125,"Lavandula Angustifolia (Lavender) Oil, Ethyl Tosylamide, Sodium Hydroxide, Silica Dimethyl Silylate, Manganese Violet (CI 77742), Cocoa Butter (Theobroma Cacao), Petrolatum, Cetyl PEG/PPG-10/1 Dimethicone, Hydroxyethylcellulose, Glycidyl Methacrylate, Lauryl PEG/PPG-18/18 Methicone, Ultramarines (CI 77007), Polysorbate 20",toxic
Product 126,"Cholesterol, Lecithin, Argania Spinosa Kernel Oil, Propane, Octyldodecanol, Sorbitan Oleate, VP/VA Copolymer, Tinosorb M - a chemical UV filter, Hydrogenated Polydecene, Acacia Senegal Gum, Lavandula Angustifolia (Lavender) Oil, Ceteareth-12, Cetearyl Alcohol, Disteardimonium Hectorite, Benzophenone-1, Polyquaternium-37, Trimethylsiloxysilicate, Lauryl Glucoside, Ethyl Acetate, Red 7 Lake (CI 15850)",toxic
Product 127,"Urea, Sweet Almond Oil, Fragrance (Parfum), Magnesium Stearate, Ethylhexylglycerin, Ozokerite, Red 7 Lake (CI 15850), Polysorbate 20, Butane, Silica, Aloe Barbadensis Leaf Juice, Hydrogenated Polydecene, Polyquaternium-10, Propane, Ferric Ferrocyanide (CI 77510), Polyquaternium-37",clean
Product 128,"Cinnamyl Alcohol, Butyl Methoxydibenzoylmethane - a chemical UV filter, Cetyl Alcohol, Ferric Ammonium Ferrocyanide, Decyl Glucoside, Titanium Dioxide, Argania Spinosa Kernel Oil, Nylon-12, Calcium Sodium Borosilicate, Sodium Chloride, Camphor, Jojoba Esters, Urea, Ethylhexylglycerin, Amodimethicone, Ceteareth-12, Glycol Distearate, Epoxy Resin, Cetearyl Alcohol",clean
Product 129,"Polyethylene, Urea, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Tosylamide/Formaldehyde Resin, Acetone, Olea Europaea (Olive) Fruit Oil, Retinyl Palmitate (Vitamin A), Cetyl PEG/PPG-10/1 Dimethicone, Tinosorb M - a chemical UV filter, Polyvinyl Butyral, Silica, Methacrylate Copolymer, Propylene Glycol Dicaprylate/Dicaprate, Epoxy Resin, Cetearyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Uvinul A Plus - a chemical UV filter, Wheat Amino Acids, Cyclomethicone, Guar Hydroxypropyltrimonium Chloride",toxic
Product 130,"PEG-10 Dimethicone, Yellow 5 Lake (CI 19140), Ceteareth-12, Sodium Cocoyl Isethionate, Petrolatum, Citric Acid, Isododecane, Hexyl Laurate, Octisalate - a chemical UV filter, Red 40 Lake (CI 16035), Benzyl Alcohol, Serine, Simmondsia Chinensis (Jojoba) Seed Oil, Ethylhexylglycerin, Hydrolyzed Elastin, Magnesium Stearate, Persea Gratissima (Avocado) Oil, Polymethyl Methacrylate, Polyquaternium-4",toxic
Product 131,"Hydrolyzed Silk, Triphenyl Phosphate (TPP), Microcrystalline Wax, Sorbitan Isostearate, Cyclomethicone, Ozokerite, Nitrocellulose, Trimethyl Pentanyl Diisobutyrate, Behentrimonium Chloride, Jojoba Esters (as a scrubbing agent), Lanolin, Bemotrizinol - a chemical UV filter, Stearic Acid, Sorbitan Olivate",clean
Product 132,"Red 7 Lake (CI 15850), Calcium Aluminum Borosilicate, PEG-10 Dimethicone, Cocoa Butter (Theobroma Cacao), Hydroxycitronellal, Sodium Laureth Sulfate, Ceramide AP, Dimethicone/Vinyl Dimethicone Crosspolymer, Isopropyl Alcohol, Ethylhexyl Methoxycinnamate, Red 27 Lake (CI 45410), Triphenyl Phosphate (TPP), Calcium Carbonate, Cetyl PEG/PPG-10/1 Dimethicone",toxic
Product 133,"Glycol Distearate, Walnut Shell Powder (Juglans Regia), Uvinul T 150 - a chemical UV filter, PVP/VA Copolymer, Sorbitan Olivate, Hyaluronic Acid, PEG-100 Stearate, Uvinul A Plus - a chemical UV filter, Magnesium Sulfate, Tinosorb M - a chemical UV filter, Polyglyceryl-4 Isostearate, Isododecane, PEG-10 Dimethicone, Sorbitan Sesquioleate, Castor Seed Oil (Ricinus Communis), Zinc Stearate, Triethoxycaprylylsilane",toxic
Product 134,"Paraffin, Theobroma Cacao (Cocoa) Seed Butter, Yellow 5 Lake (CI 19140), Panthenol (Provitamin B5), Benzyl Salicylate, Aluminum Powder, Olive Fruit Oil (Olea Europaea), Methicone, Trideceth-6, Polyquaternium-7, Palmitic Acid, Lanolin, Cocamide MEA, Tocopherol",clean
Product 135,"Alumina, Polyglyceryl-2 Triisostearate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Ascorbic Acid (Vitamin C), Stearyl Alcohol, Ethylhexyl Methoxycinnamate, Cetyl Alcohol, Bisabolol, Dimethyl Ether, Cetyl Alcohol, PEG-8 Dimethicone, Ascorbyl Palmitate (Vitamin C), Coumarin, Cyclohexasiloxane, Sorbitan Isostearate",toxic
Product 136,"Propylene Glycol, Olea Europaea (Olive) Fruit Oil, Red 6 Lake (CI 15850), Bismuth Oxychloride, Uvinul T 150 - a chemical UV filter, Sodium Lauroyl Sarcosinate, Argania Spinosa Kernel Oil, Iron Oxides (CI 77491, CI 77492, CI 77499), Epoxy Resin, Ozokerite, Cetyl Alcohol, Mexoryl SX - a chemical UV filter, Nylon-12, Nitrocellulose",clean
Product 137,"Aluminum Powder, Lauryl Glucoside, Hydrolyzed Collagen, Benzyl Salicylate, Iron Oxides (CI 77491, CI 77492, CI 77499), Hydroxyethylcellulose, Magnesium Myristate, Retinyl Palmitate (Vitamin A), Polyethylene, Sorbitan Olivate, Argania Spinosa Kernel Oil, Cetearyl Alcohol, Hydroxycitronellal, Titanium Dioxide - a physical (mineral) UV filter",clean
